group_course_quarter,group_course_name,group_course_title,group_course_professor,group_course_days,group_course_time,group_course_location,created_on,is_active,group_course_subject_area
SUMMER 2024,ANTH 2,INTRO CULT ANTHRO,WALSH C,MTWR,9:30 am - 10:35am,ON LINE,2024-06-29 00:00:00,1,Anthropology - ANTH
SUMMER 2024,ANTH 2,INTRO CULT ANTHRO,LINVILLE D D,MTWR,9:30 am - 10:35am,HSSB 1174,2024-06-29 00:00:00,1,Anthropology - ANTH
SUMMER 2024,ANTH 3SS,INTRO ARCH,NOE S J,MTWR,12:30pm - 1:35pm,NH 1105,2024-06-29 00:00:00,1,Anthropology - ANTH
SUMMER 2024,ANTH 5,INTRO BIO ANTH,DAVISON R J,MTWR,11:00am - 12:20pm,ON LINE,2024-06-29 00:00:00,1,Anthropology - ANTH
SUMMER 2024,ANTH 102,ACTIVIST ANTH,WALSH C,T R,2:00pm - 4:05pm,ON LINE,2024-06-29 00:00:00,1,Anthropology - ANTH
SUMMER 2024,ANTH 109,HUMAN UNIVERSALS,T B A,MTWR,5:00pm - 6:05pm,ILP 3103,2024-06-29 00:00:00,1,Anthropology - ANTH
SUMMER 2024,ANTH 111,ANTHRO OF FOOD,COYOTECATL CO,MTWR,11:00am - 12:05pm,SH 1430,2024-06-29 00:00:00,1,Anthropology - ANTH
SUMMER 2024,ANTH 113,INDIGENOUS PEOPLE,SALDIVAR TANA,T R,2:00pm - 4:05pm,ON LINE,2024-06-29 00:00:00,1,Anthropology - ANTH
SUMMER 2024,ANTH 117,BORDERLANDS,ABAZA G M,MTWR,12:30pm - 1:35pm,PHELP2532,2024-06-29 00:00:00,1,Anthropology - ANTH
SUMMER 2024,ANTH 133,CULT DEVEL MESOAMER,MITCHELL S T,MTWR,2:00pm - 3:05pm,ILP 3101,2024-06-29 00:00:00,1,Anthropology - ANTH
SUMMER 2024,ANTH 138TS,ARCH OF EGYPT,"SMITH E K, HOFFMAN A J",T R,2:00pm - 4:05pm,ILP 3205,2024-06-29 00:00:00,1,Anthropology - ANTH
SUMMER 2024,ANTH 194P,PRACTICUM FIELD/LAB,T B A,,,T B A,2024-06-29 00:00:00,1,Anthropology - ANTH
SUMMER 2024,ANTH 195C,ANTH HNR IND STD II,T B A,,,T B A,2024-06-29 00:00:00,1,Anthropology - ANTH
SUMMER 2024,ANTH 199,INDEP STUDIES ANTH,T B A,,,T B A,2024-06-29 00:00:00,1,Anthropology - ANTH
SUMMER 2024,ANTH 199RA,RESEARCH TRAINING,T B A,,,T B A,2024-06-29 00:00:00,1,Anthropology - ANTH
SUMMER 2024,ART 1A,VISUAL LITERACY,TASCHIAN H J,T R,12:00pm - 2:05pm,ARTS 1344,2024-06-29 00:00:00,1,Art - ART
SUMMER 2024,ART 10,INTRO PAINTING,"KOTH M K, BELL L L",M W,2:00pm - 6:10pm,ARTS 2628,2024-06-29 00:00:00,1,Art - ART
SUMMER 2024,ART 10,INTRO PAINTING,"GLOVER Y H, MCCORMICK A T",M W,12:00pm - 4:10pm,ARTS 2628,2024-06-29 00:00:00,1,Art - ART
SUMMER 2024,ART 18,L/D DRAWING,"BELTZ E A, HIDALGO D A",M W,9:00 am - 1:10pm,ARTS 2636,2024-06-29 00:00:00,1,Art - ART
SUMMER 2024,ART 18,L/D DRAWING,"GARCIA K, FARAJIANI N",T R,2:00pm - 6:10pm,ARTS 2636,2024-06-29 00:00:00,1,Art - ART
SUMMER 2024,ART 100,INT PAINTING,KOTH M K,M W,10:00am - 1:05pm,ARTS 2422,2024-06-29 00:00:00,1,Art - ART
SUMMER 2024,ART 100,INT PAINTING,GLOVER Y H,M W,4:30pm - 7:35pm,ARTS 2422,2024-06-29 00:00:00,1,Art - ART
SUMMER 2024,ART 117,INT DRAWING,GARCIA K,T R,10:30am - 1:35pm,ARTS 2636,2024-06-29 00:00:00,1,Art - ART
SUMMER 2024,ART 117,INT DRAWING,BELTZ E A,T R,10:00am - 1:05pm,ARTS 2636,2024-06-29 00:00:00,1,Art - ART
SUMMER 2024,ART 125,ART SINCE 1950,VANDERPOOL J,T R,9:00 am - 11:05am,ARTS 1344,2024-06-29 00:00:00,1,Art - ART
SUMMER 2024,ART 130,VISUAL ART/CULTURE,TASCHIAN H J,T R,2:30pm - 4:35pm,ARTS 1344,2024-06-29 00:00:00,1,Art - ART
SUMMER 2024,ART 199RA,RESEARCH ASSISTANCE,T B A,,,T B A,2024-06-29 00:00:00,1,Art - ART
SUMMER 2024,ARTHI 5A,ARCHITECT & ENVIRON,FAICHNEY S,MTWR,9:30 am - 10:50am,BUCHN1940,2024-06-29 00:00:00,1,Art History - ARTHI
SUMMER 2024,ARTHI 5B,INTRO MUSEUM STUDY,SALTY I,MTWR,11:00am - 12:20pm,BUCHN1940,2024-06-29 00:00:00,1,Art History - ARTHI
SUMMER 2024,ARTHI 6J,SUR CONTEMP ARCH,WHITE J S,MTWR,9:30 am - 10:50am,HSSB 1174,2024-06-29 00:00:00,1,Art History - ARTHI
SUMMER 2024,ARTHI 6K,ISLAM ART & ARCH,MIRZAEI M,MTWR,12:30pm - 1:50pm,HSSB 1174,2024-06-29 00:00:00,1,Art History - ARTHI
SUMMER 2024,ARTHI 6L,HISTORY OF GAMES,WHITE J S,MTWR,12:30pm - 1:50pm,BUCHN1940,2024-06-29 00:00:00,1,Art History - ARTHI
SUMMER 2024,ARTHIW 6R,ROME THE GAME,MOSER C H,,,ON ASYNC,2024-06-29 00:00:00,1,Art History - ARTHI
SUMMER 2024,ARTHIW 6R,ROME THE GAME,MOSER C H,,,ON ASYNC,2024-06-29 00:00:00,1,Art History - ARTHI
SUMMER 2024,ARTHIW 6R,ROME THE GAME,MOSER C H,,,ON ASYNC,2024-06-29 00:00:00,1,Art History - ARTHI
SUMMER 2024,ARTHI 136I,CITY IN HISTORY,CHATTOPADHYAY,MTWR,11:00am - 12:20pm,ARTS 1341,2024-06-29 00:00:00,1,Art History - ARTHI
SUMMER 2024,AS AMW 1,INTRO AS AM HISTORY,ZHAO X,,,ON ASYNC,2024-06-29 00:00:00,1,Asian American Studies - AS AM
SUMMER 2024,AS AM 2,AMERICAN MIGRATION,ZULUETA B C,MTW,9:30 am - 10:55am,ON LINE,2024-06-29 00:00:00,1,Asian American Studies - AS AM
SUMMER 2024,AS AM 100CC,FILIPINO AMERICANS,ZULUETA B C,MTW,12:30pm - 1:55pm,ON LINE,2024-06-29 00:00:00,1,Asian American Studies - AS AM
SUMMER 2024,AS AM 118,AS AM POP CULTURE,LYTLE T J,TWR,11:00am - 12:25pm,SH 1430,2024-06-29 00:00:00,1,Asian American Studies - AS AM
SUMMER 2024,ASTROW 1,BASIC ASTRONOMY,GELLER R M,MTW,9:30 am - 10:50am,ON LINE,2024-06-29 00:00:00,1,Astronomy - ASTRO
SUMMER 2024,BL ST 1,INTRO AF-AM STUDIES,RICHARDSON M,WRF,11:00am - 12:20pm,GIRV 1115,2024-06-29 00:00:00,1,Black Studies - BL ST
SUMMER 2024,BL ST 3,INTRO AFR STUDIES,AKUDINOBI J,MTW,8:00 am - 9:20 am,ON LINE,2024-06-29 00:00:00,1,Black Studies - BL ST
SUMMER 2024,BL ST 7,INTRO CARIB STUDIES,TINSLEY O N,MTW,12:30pm - 1:50pm,PSYCH1924,2024-06-29 00:00:00,1,Black Studies - BL ST
SUMMER 2024,BL ST 99RA,INDEP RESEARCH ASST,T B A,,,T B A,2024-06-29 00:00:00,1,Black Studies - BL ST
SUMMER 2024,BL ST 126,COMP BLK LIT,AKUDINOBI J,MTW,9:30 am - 10:50am,ON LINE,2024-06-29 00:00:00,1,Black Studies - BL ST
SUMMER 2024,BL ST 127,BLACK WOMEN WRITERS,COFFEY EDISON,TWR,2:00pm - 3:20pm,NH 1105,2024-06-29 00:00:00,1,Black Studies - BL ST
SUMMER 2024,BL ST 199RA,INDEP RESEARCH ASST,T B A,,,T B A,2024-06-29 00:00:00,1,Black Studies - BL ST
SUMMER 2024,CH E 99,INTRO. TO RESEARCH,T B A,,,T B A,2024-06-29 00:00:00,1,Chemical Engineering - CH E
SUMMER 2024,CH E 196,UNDERGRAD RESEARCH,T B A,,,T B A,2024-06-29 00:00:00,1,Chemical Engineering - CH E
SUMMER 2024,CHEM 1B,GENERAL CHEMISTRY,JOSEPH C A,,,ON ASYNC,2024-06-29 00:00:00,1,Chemistry and Biochemistry - CHEM
SUMMER 2024,CHEM 1BL,GEN CHEMISTRY LAB,"SHEPPARD J R, BURATTO W R",M,1:00pm - 4:50pm,PSB-N2637,2024-06-29 00:00:00,1,Chemistry and Biochemistry - CHEM
SUMMER 2024,CHEM 1BL,GEN CHEMISTRY LAB,"KIM JAE YOUNG, BURATTO W R",T,1:00pm - 4:50pm,PSB-N2637,2024-06-29 00:00:00,1,Chemistry and Biochemistry - CHEM
SUMMER 2024,CHEM 1BL,GEN CHEMISTRY LAB,"VASANT R R, BURATTO W R",T,1:00pm - 4:50pm,PSB-N2653,2024-06-29 00:00:00,1,Chemistry and Biochemistry - CHEM
SUMMER 2024,CHEM 1BL,GEN CHEMISTRY LAB,"KIM B M, BURATTO W R",W,1:00pm - 4:50pm,PSB-N2637,2024-06-29 00:00:00,1,Chemistry and Biochemistry - CHEM
SUMMER 2024,CHEM 1C,GEN CHEM,SYLVESTER B M,,,ON ASYNC,2024-06-29 00:00:00,1,Chemistry and Biochemistry - CHEM
SUMMER 2024,CHEM 1CL,GEN CHEMISTRY LAB,"QU Z, BURATTO W R",M,1:00pm - 4:50pm,PSB-N2638,2024-06-29 00:00:00,1,Chemistry and Biochemistry - CHEM
SUMMER 2024,CHEM 1CL,GEN CHEMISTRY LAB,"ZHAO L, BURATTO W R",M,1:00pm - 4:50pm,PSB-N2654,2024-06-29 00:00:00,1,Chemistry and Biochemistry - CHEM
SUMMER 2024,CHEM 1CL,GEN CHEMISTRY LAB,T B A,T,1:00pm - 4:50pm,PSB-N2638,2024-06-29 00:00:00,1,Chemistry and Biochemistry - CHEM
SUMMER 2024,CHEM 1CL,GEN CHEMISTRY LAB,T B A,T,1:00pm - 4:50pm,PSB-N2654,2024-06-29 00:00:00,1,Chemistry and Biochemistry - CHEM
SUMMER 2024,CHEM 1CL,GEN CHEMISTRY LAB,"MUGIRANEZA S, BURATTO W R",W,1:00pm - 4:50pm,PSB-N2638,2024-06-29 00:00:00,1,Chemistry and Biochemistry - CHEM
SUMMER 2024,CHEM 1CL,GEN CHEMISTRY LAB,"KAO Y, BURATTO W R",W,1:00pm - 4:50pm,PSB-N2654,2024-06-29 00:00:00,1,Chemistry and Biochemistry - CHEM
SUMMER 2024,CHEM 6AL,ORGANIC CHEM LAB,GAINER M J,M W,1:00pm - 1:50pm,ILP 2101,2024-06-29 00:00:00,1,Chemistry and Biochemistry - CHEM
SUMMER 2024,CHEM 6BL,ORGANIC CHEM LAB,"LIANG YU, GAINER M J",M W,8:00 am - 11:50am,PSB-N1652,2024-06-29 00:00:00,1,Chemistry and Biochemistry - CHEM
SUMMER 2024,CHEM 6BL,ORGANIC CHEM LAB,"SEPETOV L, GAINER M J",M W,8:00 am - 11:50am,PSB-N1662,2024-06-29 00:00:00,1,Chemistry and Biochemistry - CHEM
SUMMER 2024,CHEM 6BL,ORGANIC CHEM LAB,T B A,M W,8:00 am - 11:50am,PSB-N1670,2024-06-29 00:00:00,1,Chemistry and Biochemistry - CHEM
SUMMER 2024,CHEM 6BL,ORGANIC CHEM LAB,"HEUSTON A R, GAINER M J",M W,1:00pm - 4:50pm,PSB-N1652,2024-06-29 00:00:00,1,Chemistry and Biochemistry - CHEM
SUMMER 2024,CHEM 6BL,ORGANIC CHEM LAB,"PAOLA E L, GAINER M J",M W,1:00pm - 4:50pm,PSB-N1662,2024-06-29 00:00:00,1,Chemistry and Biochemistry - CHEM
SUMMER 2024,CHEM 6BL,ORGANIC CHEM LAB,T B A,M W,1:00pm - 4:50pm,PSB-N1670,2024-06-29 00:00:00,1,Chemistry and Biochemistry - CHEM
SUMMER 2024,CHEM 6CL,ORGANIC CHEM LAB,"LY D P, GAINER M J",M W,1:00pm - 4:50pm,PSB-N1641,2024-06-29 00:00:00,1,Chemistry and Biochemistry - CHEM
SUMMER 2024,CHEM 99,INTRO TO RESEARCH,T B A,,,T B A,2024-06-29 00:00:00,1,Chemistry and Biochemistry - CHEM
SUMMER 2024,CHEM 109A,ORGANIC CHEMISTRY,GAINER M J,M W F,12:00pm - 12:50pm,ILP 2101,2024-06-29 00:00:00,1,Chemistry and Biochemistry - CHEM
SUMMER 2024,CHEM 109B,ORGANIC CHEMISTRY,LEWIS R B,M W F,9:00 am - 9:50 am,LSB 1001,2024-06-29 00:00:00,1,Chemistry and Biochemistry - CHEM
SUMMER 2024,CHEM 109C,ORGANIC CHEMISTRY,LEWIS R B,M W F,11:00am - 11:50am,BUCHN1920,2024-06-29 00:00:00,1,Chemistry and Biochemistry - CHEM
SUMMER 2024,CHEM 123,FUND ENVIRON CHEM,DEVRIES M S,MTWR,9:30 am - 10:35am,ON LINE,2024-06-29 00:00:00,1,Chemistry and Biochemistry - CHEM
SUMMER 2024,CHEM 150,ANALYTICAL CHEM,BURATTO S K,MTWR,12:30pm - 1:35pm,ELLSN2626,2024-06-29 00:00:00,1,Chemistry and Biochemistry - CHEM
SUMMER 2024,CHEM 173A,ADV INORG CHEMISTRY,BURATTO W R,T R,11:00am - 12:15pm,NH 1111,2024-06-29 00:00:00,1,Chemistry and Biochemistry - CHEM
SUMMER 2024,CH ST 1A,INTRO CHICANO/A STD,ARMBRUSTER R,TWR,9:30 am - 10:50am,BUCHN1920,2024-06-29 00:00:00,1,Chicano Studies - CH ST
SUMMER 2024,CH STW 1B,INTRO CHICANO/A STD,HERNANDEZ E D,,,ON ASYNC,2024-06-29 00:00:00,1,Chicano Studies - CH ST
SUMMER 2024,CH STW 1B,INTRO CHICANO/A STD,HERNANDEZ E D,,,ON ASYNC,2024-06-29 00:00:00,1,Chicano Studies - CH ST
SUMMER 2024,CH STW 1B,INTRO CHICANO/A STD,HERNANDEZ E D,,,ON ASYNC,2024-06-29 00:00:00,1,Chicano Studies - CH ST
SUMMER 2024,CH ST 1C,INTRO CHICANO/A STD,LARRA?AGA K D,T R,2:00pm - 4:05pm,PHELP1440,2024-06-29 00:00:00,1,Chicano Studies - CH ST
SUMMER 2024,CH ST 148,CHICANA ART,DIAZ-SANCHEZ,TWR,11:00am - 12:20pm,PHELP1440,2024-06-29 00:00:00,1,Chicano Studies - CH ST
SUMMER 2024,CH ST 161,GLOBAL LATINO YOUTH,SANCHEZ D,T R,9:30 am - 11:35am,PHELP1444,2024-06-29 00:00:00,1,Chicano Studies - CH ST
SUMMER 2024,CH STW 184A,CHICANA WRITERS,HERNANDEZ E D,,,ON ASYNC,2024-06-29 00:00:00,1,Chicano Studies - CH ST
SUMMER 2024,CH ST 189,IMMIG-US-MEX BORDER,BATZ G,TWR,12:30pm - 1:50pm,PHELP1444,2024-06-29 00:00:00,1,Chicano Studies - CH ST
SUMMER 2024,CH ST 199RA,IND RESEARCH ASST,T B A,,,T B A,2024-06-29 00:00:00,1,Chicano Studies - CH ST
SUMMER 2024,CHIN 40,CHINESE POP CULTURE,XU H,M W,3:30pm - 5:40pm,TD-W 2600,2024-06-29 00:00:00,1,Chinese - CHIN
SUMMER 2024,CHIN W 80,MSTRPCES CHIN LIT,MAZANEC T J,,,ON ASYNC,2024-06-29 00:00:00,1,Chinese - CHIN
SUMMER 2024,CHIN 103,READ & WRT IN CHIN,CHEN S C,MTWR,10:00am - 12:05pm,ON LINE,2024-06-29 00:00:00,1,Chinese - CHIN
SUMMER 2024,CLASS 36,WORLD OF HEROES,MOODY T W,MTWR,11:00am - 12:20pm,PHELP1425,2024-06-29 00:00:00,1,Classics - CLASS
SUMMER 2024,CLASS 40,GREEK MYTHOLOGY,GALLUCCI R,TWR,9:30 am - 10:55am,ON LINE,2024-06-29 00:00:00,1,Classics - CLASS
SUMMER 2024,CLASS 40,GREEK MYTHOLOGY,ERICKSON B L,MTW,9:30 am - 10:55am,ILP 2302,2024-06-29 00:00:00,1,Classics - CLASS
SUMMER 2024,CLASS 99,INTRO TO RESEARCH,T B A,,,T B A,2024-06-29 00:00:00,1,Classics - CLASS
SUMMER 2024,CLASS 106,ANCIENT MAGIC,DUTSCH D,T R,2:00pm - 4:05pm,HSSB 4080,2024-06-29 00:00:00,1,Classics - CLASS
SUMMER 2024,COMM 1,INTRO COMMUNICATION,CHAN C,MTW,11:00am - 12:25pm,GIRV 2128,2024-06-29 00:00:00,1,Communication - COMM
SUMMER 2024,COMM 1,INTRO COMMUNICATION,ZHANG YIDI,MTW,11:00am - 12:25pm,PHELP2524,2024-06-29 00:00:00,1,Communication - COMM
SUMMER 2024,COMM 88,COMM RESEARCH METH,QI L,MTW,9:30 am - 10:55am,ARTS 1349,2024-06-29 00:00:00,1,Communication - COMM
SUMMER 2024,COMM 88,COMM RESEARCH METH,LEN S M,MTW,9:30 am - 10:50am,ELLSN2626,2024-06-29 00:00:00,1,Communication - COMM
SUMMER 2024,COMM 89,THEORIES OF COMM,MALIK M I,MTW,12:30pm - 1:55pm,ARTS 1353,2024-06-29 00:00:00,1,Communication - COMM
SUMMER 2024,COMM 99RA,INDEP RESEARCH ASST,T B A,,,T B A,2024-06-29 00:00:00,1,Communication - COMM
SUMMER 2024,COMM 102,MASS COMM THEORY,MCLEOD C N,MTW,9:30 am - 10:55am,ARTS 1353,2024-06-29 00:00:00,1,Communication - COMM
SUMMER 2024,COMM W 107,INTERPERSONAL COMM,OTMAR C D,,,ON ASYNC,2024-06-29 00:00:00,1,Communication - COMM
SUMMER 2024,COMM W 107,INTERPERSONAL COMM,"DUNBAR N E, WILKENFELD N",,,ON ASYNC,2024-06-29 00:00:00,1,Communication - COMM
SUMMER 2024,COMM 111,NONVERBAL COMM,HUANG Q,TWR,12:30pm - 1:55pm,PHELP1425,2024-06-29 00:00:00,1,Communication - COMM
SUMMER 2024,COMM W 113,MED EFFECTS INDIV,SALEEM M,,,ON ASYNC,2024-06-29 00:00:00,1,Communication - COMM
SUMMER 2024,COMM 117,PERSUASION,NABI R L,MTW,9:30 am - 12:20pm,GIRV 1115,2024-06-29 00:00:00,1,Communication - COMM
SUMMER 2024,COMM 121,COMM AND CONFLICT,MEROLLA A J,MTW,9:30 am - 12:20pm,PHELP1160,2024-06-29 00:00:00,1,Communication - COMM
SUMMER 2024,COMM 122,ORGANIZATIONAL COMM,FANG C,MTW,3:30pm - 4:55pm,SH 1430,2024-06-29 00:00:00,1,Communication - COMM
SUMMER 2024,COMM 123,CULT INFLUENCE COMM,REID S A,MTW,9:30 am - 12:20pm,GIRV 1119,2024-06-29 00:00:00,1,Communication - COMM
SUMMER 2024,COMM 124,FAMILY COMM,AFIFI T D,MTW,12:30pm - 3:20pm,TD-W 2600,2024-06-29 00:00:00,1,Communication - COMM
SUMMER 2024,COMM 128,INTERGROUP COMM,MOLINA-ROGERS,MTW,2:00pm - 3:25pm,ARTS 1349,2024-06-29 00:00:00,1,Communication - COMM
SUMMER 2024,COMM 133,MEDIA AND CHILDREN,WOODMAN K S,MTW,12:30pm - 1:55pm,ARTS 1349,2024-06-29 00:00:00,1,Communication - COMM
SUMMER 2024,COMM 139,COMM AND EMOTION,T B A,TWR,3:30pm - 4:55pm,ARTS 1349,2024-06-29 00:00:00,1,Communication - COMM
SUMMER 2024,COMM W 146,DECEPTION COMM,ZHANG XINYI,,,ON ASYNC,2024-06-29 00:00:00,1,Communication - COMM
SUMMER 2024,COMM W 146,DECEPTION COMM,DUNBAR N E,,,ON ASYNC,2024-06-29 00:00:00,1,Communication - COMM
SUMMER 2024,COMM 148,RISK COMMUNICATION,KUBITZA S M,MTW,2:00pm - 3:25pm,PHELP2524,2024-06-29 00:00:00,1,Communication - COMM
SUMMER 2024,COMM 151,RELATIONAL COMM,SALEHUDDIN A,MTW,9:30 am - 10:55am,GIRV 1112,2024-06-29 00:00:00,1,Communication - COMM
SUMMER 2024,COMM 154,VIDEO GAME RESEARCH,WEBER R,MTW,2:00pm - 4:50pm,ILP 2209,2024-06-29 00:00:00,1,Communication - COMM
SUMMER 2024,COMM 160DM,DIGITAL CONSUMER BX,HAMILTON K A,MTW,12:30pm - 3:20pm,PHELP2524,2024-06-29 00:00:00,1,Communication - COMM
SUMMER 2024,COMM 160UC,COMM & UNCERTAINTY,AFIFI W A,MTW,12:30pm - 3:20pm,GIRV 1112,2024-06-29 00:00:00,1,Communication - COMM
SUMMER 2024,COMM 169,SOCIAL NETWORKS,MILLER L B,MTW,2:00pm - 3:25pm,ARTS 1356,2024-06-29 00:00:00,1,Communication - COMM
SUMMER 2024,COMM 170,COMMUNICATION LAW,LINZ D G,TWR,11:00am - 12:25pm,ARTS 1353,2024-06-29 00:00:00,1,Communication - COMM
SUMMER 2024,COMM 178,DARK SIDE OF COMM,TRUSCELLI N I,TWR,9:30 am - 12:20pm,GIRV 2128,2024-06-29 00:00:00,1,Communication - COMM
SUMMER 2024,COMM 179,MUSIC COMM,ABRA G J,MTW,9:30 am - 12:20pm,TD-W 2600,2024-06-29 00:00:00,1,Communication - COMM
SUMMER 2024,COMM 186,THE DIGITAL DIVIDE,WANG L H,MTW,3:30pm - 4:55pm,SH 1430,2024-06-29 00:00:00,1,Communication - COMM
